,class
292,1
704,1
848,1
888,1
357,0
843,1
547,1
660,1
973,0
431,0
711,0
427,1
517,0
54,0
958,0
873,1
656,0
877,1
268,0
90,1
69,1
976,1
77,1
405,0
364,0
226,0
907,1
253,1
363,1
519,1
272,1
66,1
887,0
245,1
539,1
414,0
130,1
746,1
9,0
439,0
555,0
949,0
257,0
709,1
193,1
33,1
563,0
527,1
388,1
588,0
581,1
373,1
238,1
135,1
652,0
34,1
606,1
775,0
38,1
412,0
23,1
629,1
390,1
687,1
314,1
299,1
991,1
62,0
434,1
901,1
499,1
93,1
603,0
86,1
227,0
972,0
592,1
17,1
318,1
644,1
802,1
306,1
925,0
109,1
905,1
126,1
562,1
841,1
824,1
993,1
826,0
648,0
198,1
231,1
342,1
675,1
310,1
25,1
336,1
353,0
189,1
99,1
685,1
65,1
284,1
945,1
340,1
785,1
543,0
962,1
202,1
632,1
14,1
184,0
912,1
514,1
894,1
394,1
716,1
968,1
878,0
267,1
233,1
428,1
183,1
810,1
801,1
797,1
232,1
237,0
590,1
729,1
532,1
298,1
910,1
525,1
1,0
462,1
339,1
375,0
705,1
931,0
842,0
559,0
384,1
331,0
699,1
932,1
728,0
372,1
458,1
393,1
935,0
694,1
725,1
601,0
76,0
409,0
457,0
344,1
349,0
450,1
574,1
528,0
605,1
296,1
861,0
218,1
217,1
386,1
461,1
435,0
164,1
505,0
999,1
194,0
365,1
631,0
485,0
415,1
624,0
332,0
105,0
74,0
451,1
410,1
303,1
651,0
916,1
187,1
750,1
607,0
741,1
206,1
468,1
11,0
727,0
408,1
800,1
470,0
780,0
944,1
168,1
850,0
575,1
672,1
31,1
551,1
379,1
693,1
497,1
583,0
37,0
718,1
269,1
154,1
633,0
242,0
313,0
452,1
181,0
761,0
255,1
753,1
208,1
613,1
790,0
702,1
430,1
244,1
837,1
262,1
404,1
834,0
883,1
504,0
157,1
75,1
162,1
679,1
325,1
449,0
618,0
703,1
248,1
444,0
146,1
2,1
799,1
936,0
123,1
943,1
91,1
195,0
740,1
337,0
483,1
258,1
921,1
84,1
319,1
16,1
620,1
72,1
98,1
256,1
489,1
472,0
456,1
368,0
688,1
765,1
953,0
58,1
413,1
549,1
264,1
625,1
885,0
148,1
421,1
144,1
378,0
622,0
956,1
569,0
108,1
678,1
4,0
959,1
246,1
770,1
345,1
289,0
982,1
429,0
667,1
282,1
689,1
513,1
492,1
599,1
219,1
308,0
862,0
270,1
516,1
668,0
110,1
271,1
426,1
177,1
570,0
45,1
844,1
471,0
779,1
554,1
558,0
464,1
21,1
664,1
220,1
179,1
966,0
838,1
922,0
13,0
940,1
535,0
36,1
616,1
698,1
567,1
580,0
701,0
352,1
280,1
263,1
744,1
853,0
221,1
260,1
406,1
416,0
473,1
804,1
250,1
819,0
28,1
466,0
346,1
872,1
751,0
463,1
73,1
478,1
67,1
556,0
733,1
985,1
395,1
370,1
955,1
385,1
156,1
502,1
459,1
275,1
777,1
684,1
835,0
149,1
798,1
902,1
424,0
643,1
215,1
60,1
821,1
400,1
475,0
490,1
707,0
35,0
621,0
94,1
720,0
597,0
186,0
445,1
240,0
749,1
960,1
847,1
828,0
326,1
